step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
165.0,7,27.0,0.7297297297297297,5.3089533648354275,7,1280.0,0.22758491434491399,7,1280.0
170.0,13,85.0,2.361111111111111,3.9632988765059847,13,1338.0,0.19350110258119615,13,1338.0
175.0,21,176.0,4.4,2.918485941982644,21,1429.0,0.16576367309581083,21,1429.0
180.0,28,298.0,6.930232558139535,2.4680305105531835,28,1552.0,0.11279880176806079,28,1552.0
185.0,34,456.0,9.91304347826087,2.411665089933834,34,1711.0,0.09291578077684187,34,1711.0
190.0,38,642.0,14.266666666666667,2.0872292345671872,38,1897.0,0.04785186416452963,38,1897.0
195.0,32,627.0,14.928571428571429,1.323329732610292,32,1871.0,0.029507315829048076,32,1871.0
200.0,24,465.0,11.625,2.733060970654194,24,1514.0,0.055972589239259,24,1514.0
205.0,16,337.0,8.023809523809524,5.398079578440443,16,1155.0,0.18386254761595816,16,1155.0
210.0,6,124.0,3.1,5.750211874525637,6,1180.0,0.2713066252782842,6,1180.0
215.0,8,26.0,0.7647058823529411,5.158546210784944,8,1209.0,0.23611290891086922,8,1209.0
220.0,14,82.0,2.2777777777777777,3.3713815352653733,14,1265.0,0.14264199499666988,14,1265.0
225.0,20,174.0,4.461538461538462,2.4886380249828597,20,1357.0,0.12085048367761732,20,1357.0
230.0,22,182.0,4.55,1.874218004788182,22,1257.0,0.091630843228382,22,1257.0
235.0,17,129.0,3.1463414634146343,3.244342673902951,17,1048.0,0.12126567839815842,17,1048.0
240.0,16,112.0,2.6666666666666665,5.124752283578518,16,697.0,0.1409932498276392,16,697.0
245.0,7,58.0,1.45,7.241138612140216,7,527.0,0.3493285957342369,7,527.0
250.0,0,0.0,0.0,7.459550058433155,0,431.0,0.41759710187620525,0,431.0
255.0,6,19.0,0.5588235294117647,6.2512348614761155,6,443.0,0.30278207930249357,6,443.0
260.0,12,63.0,1.75,4.809140531477594,12,487.0,0.19558253868028555,12,487.0
265.0,14,68.0,1.8888888888888888,3.186043015264139,14,458.0,0.18754546962491622,14,458.0
270.0,11,45.0,1.125,4.2411352050208215,11,229.0,0.17361372849644074,11,229.0
275.0,12,35.0,0.8333333333333334,5.116800505788573,12,195.0,0.15476293326635684,12,195.0
280.0,6,10.0,0.2564102564102564,5.0036479284257585,6,221.0,0.22103566975811398,6,221.0
285.0,8,22.0,0.6285714285714286,5.008419381443781,8,244.0,0.21320968893524764,8,244.0
290.0,12,70.0,2.0588235294117645,3.9458638638300236,12,294.0,0.20121998207687378,12,294.0
295.0,12,70.0,2.0588235294117645,2.036054006527975,12,302.0,0.1250664765627865,12,302.0
300.0,9,45.0,1.1538461538461537,3.4470164741841858,9,255.0,0.12671531322662727,9,255.0
305.0,10,40.0,0.975609756097561,5.483452771952449,10,190.0,0.17412785882063544,10,190.0
310.0,6,12.0,0.3157894736842105,5.6128263518595745,6,208.0,0.26407792799213065,6,208.0
315.0,10,32.0,0.9411764705882353,5.029383643736705,10,242.0,0.25556313513121554,10,242.0
320.0,16,98.0,2.7222222222222223,3.557190177567514,16,308.0,0.17662843201070763,16,308.0
325.0,16,110.0,2.972972972972973,1.9217945919933903,16,344.0,0.10333400610512625,16,344.0
330.0,15,77.0,1.8780487804878048,3.792936441685833,15,323.0,0.1814286530961531,15,323.0
335.0,13,70.0,1.5217391304347827,6.020927023851303,13,264.0,0.2622430807836557,13,264.0
340.0,8,36.0,0.8372093023255814,5.49458453042251,8,304.0,0.2786554117036046,8,304.0
345.0,6,24.0,0.5853658536585366,5.798549928798183,6,332.0,0.28704378832162164,6,332.0
350.0,12,74.0,1.8048780487804879,5.155945389585119,12,382.0,0.26401938220096655,12,382.0
355.0,20,156.0,3.466666666666667,3.939042177000027,20,464.0,0.17546470582139304,20,464.0
360.0,20,160.0,3.7209302325581395,2.4617745702297587,20,496.0,0.1161217617737845,20,496.0
365.0,21,127.0,2.953488372093023,2.8076511898047674,21,469.0,0.09150532284906893,21,469.0
370.0,17,127.0,2.953488372093023,4.9730213364160925,17,399.0,0.19624075994576384,17,399.0
375.0,8,64.0,1.5238095238095237,5.3037590793157205,8,435.0,0.24384937869875647,8,435.0
380.0,9,32.0,0.8421052631578947,5.613682233342981,9,461.0,0.2524871341458691,9,461.0
385.0,15,91.0,2.3333333333333335,4.214061660913488,15,520.0,0.21321171108884202,15,520.0
390.0,20,179.0,4.589743589743589,2.414286167210493,20,608.0,0.1292813979842441,20,608.0
395.0,28,302.0,7.55,1.5141966403300167,28,731.0,0.041629286068461654,28,731.0
400.0,33,454.0,10.55813953488372,1.5761081015342904,33,885.0,0.05044019345032848,33,885.0
405.0,38,636.0,15.142857142857142,1.262684934693409,38,1069.0,0.07015854701512667,38,1069.0
410.0,38,826.0,19.666666666666668,1.2836923772754258,38,1259.0,0.04767134303111055,38,1259.0
415.0,32,778.0,18.523809523809526,1.411941250048653,32,1307.0,0.04337243510385988,32,1307.0
420.0,23,560.0,13.333333333333334,3.081953804303121,23,1208.0,0.09051767890130957,23,1208.0
425.0,15,361.0,8.395348837209303,5.596679729243565,15,966.0,0.20195254306918592,15,966.0
430.0,9,197.0,4.925,6.947489139879676,9,821.0,0.33043516547658475,9,821.0
435.0,2,4.0,0.10526315789473684,7.333870252484677,2,770.0,0.4084710887440156,2,770.0
440.0,6,26.0,0.7027027027027027,6.483674514548872,6,787.0,0.35361917067892235,6,787.0
445.0,15,84.0,2.1538461538461537,5.080252622487671,15,845.0,0.2434818027868354,15,845.0
450.0,21,173.0,4.219512195121951,3.0063082296126433,21,934.0,0.1389934708285038,21,934.0
455.0,21,179.0,4.365853658536586,2.0165746908020314,21,921.0,0.08811315312631131,21,921.0
460.0,19,144.0,3.2,3.799179960170145,19,775.0,0.15109251485866348,19,775.0
465.0,16,117.0,2.659090909090909,5.7978527148805865,16,555.0,0.2279617656158193,16,555.0
470.0,9,83.0,2.075,6.970484863433825,9,392.0,0.3035343229797302,9,392.0
475.0,1,1.0,0.027777777777777776,7.026875241128967,1,336.0,0.39229896461824687,1,336.0
480.0,6,19.0,0.5,6.95270125251178,6,344.0,0.3665001669643549,6,344.0
485.0,12,68.0,1.7435897435897436,5.021714199661262,12,393.0,0.2081778799225128,12,393.0
490.0,14,70.0,1.75,3.34203847362471,14,350.0,0.14536777458507016,14,350.0
495.0,11,38.0,0.926829268292683,3.7812104990334956,11,280.0,0.1786560707646506,11,280.0
500.0,10,37.0,0.8409090909090909,5.57064998209739,10,198.0,0.22267463257826858,10,198.0
505.0,8,43.0,1.048780487804878,6.6688757124273605,8,150.0,0.31014750140665226,8,150.0
510.0,2,4.0,0.10810810810810811,6.927370833529806,2,121.0,0.3711289210923428,2,121.0
515.0,6,26.0,0.7222222222222222,6.375951790843335,6,134.0,0.30493843992430464,6,134.0
520.0,12,75.0,2.027027027027027,4.860055261051874,12,183.0,0.22273305217313308,12,183.0
525.0,12,70.0,1.7073170731707317,3.7344377845316363,12,192.0,0.19874612969771108,12,192.0
530.0,8,33.0,0.7857142857142857,4.125455989807067,8,159.0,0.18163284902453314,8,159.0
535.0,9,29.0,0.6744186046511628,5.559691776704985,9,139.0,0.2178345635965697,9,139.0
540.0,6,16.0,0.38095238095238093,5.215634202989641,6,164.0,0.2424412848506642,6,164.0
545.0,7,28.0,0.717948717948718,5.955122778629704,7,189.0,0.28896233669906746,7,189.0
550.0,13,80.0,1.951219512195122,5.0562992766619885,13,241.0,0.2217494853875414,13,241.0
555.0,15,77.0,1.8780487804878048,2.916586613176391,15,262.0,0.12320770001773376,15,262.0
560.0,11,52.0,1.2682926829268293,3.688072826379806,11,234.0,0.17441956827442956,11,234.0
565.0,10,46.0,1.0952380952380953,5.428436281757882,10,186.0,0.19595366536836695,10,186.0
570.0,6,16.0,0.37209302325581395,5.58136930800312,6,203.0,0.26258115970462176,6,203.0
575.0,8,30.0,0.7692307692307693,6.003150993629076,8,226.0,0.3052828964122327,8,226.0
580.0,14,87.0,2.230769230769231,4.6256597573246205,14,283.0,0.21645695757641473,14,283.0
585.0,16,92.0,2.358974358974359,2.9267306363327874,16,309.0,0.10499874444265074,16,309.0
590.0,12,58.0,1.4146341463414633,4.167548852122446,12,282.0,0.15511751275127147,12,282.0
595.0,9,35.0,0.813953488372093,5.86334053239265,9,211.0,0.24333574446914844,9,211.0
600.0,6,18.0,0.45,5.775023075302299,6,242.0,0.28336867282176736,6,242.0
605.0,8,31.0,0.8611111111111112,5.537330502152734,8,274.0,0.325056892095523,8,274.0
610.0,14,85.0,2.236842105263158,4.415693329158479,14,328.0,0.20861588712917165,14,328.0
615.0,14,84.0,2.048780487804878,3.4971119063599314,14,342.0,0.16847800399359814,14,342.0
620.0,12,51.0,1.186046511627907,4.422046253529098,12,279.0,0.17581139394457682,12,279.0
625.0,9,42.0,0.9333333333333333,5.686179865583055,9,221.0,0.2561042600684091,9,221.0
630.0,5,14.0,0.3333333333333333,5.862888156311032,5,226.0,0.322705922971241,5,226.0
635.0,7,29.0,0.725,6.490990001344694,7,251.0,0.3247303095658446,7,251.0
640.0,14,85.0,2.125,5.09151050541272,14,307.0,0.2053269006870989,14,307.0
645.0,19,169.0,4.023809523809524,3.206119502949479,19,392.0,0.12537671731877545,19,392.0
650.0,26,288.0,6.6976744186046515,2.2804273292004065,26,513.0,0.08824999780577174,26,513.0
655.0,34,442.0,10.523809523809524,1.3208254168707558,34,668.0,0.072418484479201,34,668.0
660.0,38,625.0,14.534883720930232,1.607491629609719,38,852.0,0.04805785578265807,38,852.0
665.0,32,608.0,14.476190476190476,1.4938068886210407,32,932.0,0.045564553506709814,32,932.0
670.0,24,447.0,10.642857142857142,3.1536917260358655,24,884.0,0.12441515577792156,24,884.0
675.0,16,325.0,7.558139534883721,5.590205090733859,16,730.0,0.23086838196030768,16,730.0
680.0,8,170.0,4.0476190476190474,6.967687821820552,8,604.0,0.37640423516292504,8,604.0
685.0,1,1.0,0.025,7.212856316478991,1,558.0,0.4283548863413724,1,558.0
690.0,6,23.0,0.5897435897435898,6.96355620375293,6,576.0,0.3319353186062941,6,576.0
695.0,13,73.0,1.7804878048780488,5.876020276852327,13,626.0,0.24512299095781598,13,626.0
700.0,14,70.0,1.6666666666666667,3.328741752293652,14,608.0,0.13908481291429847,14,608.0
705.0,13,49.0,1.225,3.5969783804780597,13,502.0,0.1532050009697924,13,502.0
710.0,12,59.0,1.3409090909090908,5.696060620706546,12,351.0,0.21866283135559533,12,351.0
715.0,7,22.0,0.55,5.268315802377726,7,375.0,0.24791331441868777,7,375.0
720.0,8,30.0,0.8333333333333334,5.172140567425127,8,402.0,0.2185053256244938,8,402.0
725.0,14,86.0,2.324324324324324,3.6042302403263315,14,458.0,0.14756666375437708,14,458.0
730.0,15,85.0,2.236842105263158,2.6082063610347315,15,440.0,0.10825015623093992,15,440.0
735.0,11,47.0,1.175,4.028462297769716,11,319.0,0.1635376458600607,11,319.0
740.0,8,28.0,0.6829268292682927,5.728059859987701,8,210.0,0.1954922255645396,8,210.0
745.0,8,28.0,0.717948717948718,5.94864971971871,8,250.0,0.2957708353198584,8,250.0
750.0,7,28.0,0.8235294117647058,5.150541380032458,7,280.0,0.24980174686553183,7,280.0
755.0,14,83.0,2.3055555555555554,3.371713241213297,14,335.0,0.13896836965504333,14,335.0
760.0,14,85.0,2.1794871794871793,3.136925318198235,14,355.0,0.17838830723144783,14,355.0
765.0,11,51.0,1.186046511627907,4.519998802008379,11,290.0,0.24000229915596305,11,290.0
770.0,11,45.0,1.0,5.831008647002929,11,258.0,0.2596227840857614,11,258.0
775.0,7,25.0,0.625,4.3188504290759635,7,300.0,0.2018211412247451,7,300.0
780.0,8,31.0,0.8157894736842105,4.9959540761558126,8,333.0,0.21916644017647385,8,333.0
785.0,14,87.0,2.230769230769231,3.9387780627873066,14,389.0,0.16930923709672233,14,389.0
790.0,20,177.0,4.538461538461538,2.3501331743358826,20,479.0,0.0909985905763039,20,479.0
795.0,21,180.0,4.615384615384615,1.4782305816279653,21,511.0,0.07109819057808457,21,511.0
800.0,20,144.0,3.4285714285714284,3.454936942379327,20,474.0,0.13706862819770108,20,474.0
805.0,16,126.0,2.9302325581395348,5.819685796484392,16,392.0,0.2509251476925116,16,392.0
810.0,6,57.0,1.425,6.088601587260535,6,406.0,0.3219642220014904,6,406.0
815.0,6,21.0,0.5675675675675675,5.914768094279599,6,435.0,0.335016341038172,6,435.0
820.0,12,71.0,1.9189189189189189,4.242359896747238,12,485.0,0.23588493734805444,12,485.0
825.0,19,150.0,3.9473684210526314,2.8729328975152093,19,564.0,0.1647758198343573,19,564.0
830.0,26,267.0,6.357142857142857,2.0630051322272234,26,681.0,0.09788686019219132,26,681.0
835.0,34,417.0,9.477272727272727,1.7025927978826685,34,832.0,0.09478416138926642,34,832.0
840.0,38,599.0,13.021739130434783,2.1736240472411885,38,1015.0,0.12996156007170476,38,1015.0
845.0,32,589.0,12.804347826086957,2.5509492380781005,32,1082.0,0.14520488733712295,32,1082.0
850.0,24,438.0,9.521739130434783,3.327051552884697,24,1003.0,0.1302513754984993,24,1003.0
855.0,19,329.0,7.311111111111111,4.887403529619301,19,817.0,0.16858070751025858,19,817.0
860.0,7,145.0,3.2222222222222223,5.428266091017088,7,862.0,0.28281978794730894,7,862.0
865.0,7,28.0,0.6829268292682927,5.982697405299311,7,873.0,0.3153913206911971,7,873.0
870.0,13,83.0,2.024390243902439,4.580677047318413,13,928.0,0.17850796883264008,13,928.0
875.0,14,80.0,1.951219512195122,3.0661743263586994,14,888.0,0.08912968127469742,14,888.0
880.0,12,46.0,1.1794871794871795,3.411449992342013,12,738.0,0.1114713428361026,12,738.0
885.0,12,49.0,1.2564102564102564,4.970998365862416,12,509.0,0.16187751169183875,12,509.0
890.0,6,19.0,0.5,5.289447545898053,6,542.0,0.25834151967211844,6,542.0
895.0,8,31.0,0.8857142857142857,5.018287008958374,8,572.0,0.2933801737766334,8,572.0
900.0,16,92.0,2.5555555555555554,3.6771170524150025,16,633.0,0.22165695180310035,16,633.0
905.0,22,184.0,4.6,2.699862494925852,22,725.0,0.14380709060545405,22,725.0
910.0,28,309.0,7.536585365853658,1.6882602156255788,28,850.0,0.0445147268179397,28,850.0
915.0,29,320.0,7.441860465116279,1.6604453393591374,29,869.0,0.05351569796489856,29,869.0
920.0,23,247.0,5.744186046511628,3.5482991576727336,23,778.0,0.1514096190941328,23,778.0
925.0,16,193.0,4.595238095238095,5.4098912606940095,16,555.0,0.1944350113269043,16,555.0
930.0,8,95.0,2.317073170731707,6.922137948205854,8,427.0,0.3081642703886942,8,427.0
935.0,2,2.0,0.05555555555555555,7.410521068870066,2,393.0,0.429297111130124,2,393.0
940.0,7,25.0,0.6944444444444444,6.499226965208055,7,410.0,0.3315069792748624,7,410.0
945.0,13,79.0,2.257142857142857,4.451049617335746,13,465.0,0.19144094685168697,13,465.0
950.0,20,166.0,4.486486486486487,2.6150131698890307,20,552.0,0.1439576175283845,20,552.0
955.0,20,170.0,4.25,1.9124423994023498,20,572.0,0.1015271678935064,20,572.0
960.0,19,125.0,2.9761904761904763,3.1796910329044836,19,509.0,0.10686266166474201,19,509.0
965.0,17,110.0,2.619047619047619,5.296306634688555,17,391.0,0.1711997702692246,17,391.0
970.0,8,73.0,1.825,7.096018187153049,8,330.0,0.3531001719218105,8,330.0
975.0,0,0.0,0.0,7.155207121016793,0,254.0,0.40233855763433785,0,254.0
980.0,8,27.0,0.7714285714285715,6.439967885136255,8,272.0,0.26112108639783765,8,272.0
985.0,14,87.0,2.5588235294117645,4.358176973971822,14,332.0,0.13964105627994366,14,332.0
990.0,20,176.0,5.67741935483871,1.2539236375352858,20,421.0,0.09079993762495157,20,421.0
995.0,25,296.0,8.222222222222221,0.7528966882597206,25,542.0,0.05791005623476223,25,542.0
1000.0,32,441.0,10.75609756097561,1.4181676618502381,32,687.0,0.10208101083553403,32,687.0
1005.0,31,442.0,10.279069767441861,1.886342456222851,31,741.0,0.12478105128652722,31,741.0
1010.0,24,322.0,7.488372093023256,2.9160553077148466,24,680.0,0.10839778982701288,24,680.0
1015.0,18,240.0,5.454545454545454,4.931447663479392,18,600.0,0.17317819200020754,18,600.0
1020.0,7,91.0,2.2195121951219514,5.145539394278633,7,641.0,0.213517624715105,7,641.0
1025.0,8,30.0,0.7894736842105263,5.692545627669165,8,661.0,0.24862154680064355,8,661.0
1030.0,13,83.0,2.128205128205128,4.082895333100624,13,715.0,0.18192123223431808,13,715.0
1035.0,14,83.0,2.1842105263157894,2.240231937749735,14,696.0,0.1048261718907641,14,696.0
1040.0,16,76.0,1.9,3.0663629636968976,16,591.0,0.11577888006670382,16,591.0
1045.0,12,63.0,1.4651162790697674,5.087632742917702,12,474.0,0.19229989651970408,12,474.0
1050.0,6,18.0,0.42857142857142855,5.506621050111584,6,465.0,0.2597244755934176,6,465.0
1055.0,8,28.0,0.7368421052631579,6.059088676913756,8,487.0,0.30748882511628906,8,487.0
1060.0,12,80.0,2.0,4.74636858518168,12,540.0,0.23817947159832636,12,540.0
1065.0,16,80.0,2.0,2.9402454828145475,16,527.0,0.1565889069751072,16,527.0
1070.0,15,62.0,1.5121951219512195,3.3008329356383546,15,436.0,0.12516568826104668,15,436.0
1075.0,13,71.0,1.6511627906976745,5.011539842045668,13,279.0,0.14301145556785233,13,279.0
1080.0,6,17.0,0.4146341463414634,5.637514599320639,6,264.0,0.2826486129356989,6,264.0
1085.0,7,22.0,0.5945945945945946,6.0188687838684505,7,267.0,0.28047600893608765,7,267.0
1090.0,13,75.0,2.0833333333333335,4.221805880178248,13,320.0,0.18021766777623618,13,320.0
1095.0,21,161.0,4.351351351351352,2.416261515270331,21,407.0,0.10201776103178459,21,407.0
1100.0,20,168.0,4.2,1.9641421823465577,20,431.0,0.08457836030767457,20,431.0
1105.0,18,131.0,3.275,3.0591445217337756,18,402.0,0.11593737256552017,18,402.0
1110.0,15,94.0,2.35,5.120167281037022,15,324.0,0.13437357298813635,15,324.0
1115.0,8,53.0,1.4324324324324325,5.126607120923472,8,369.0,0.21822697052034773,8,369.0
1120.0,7,22.0,0.6470588235294118,5.000876812294924,7,398.0,0.25358695889673427,7,398.0
1125.0,14,77.0,2.2,3.690621616879395,14,453.0,0.18888050063550207,14,453.0
1130.0,13,81.0,2.189189189189189,2.8905028997665627,13,449.0,0.1550575015185565,13,449.0
1135.0,10,42.0,1.05,4.080605799141435,10,388.0,0.1497231902192727,10,388.0
1140.0,10,39.0,0.9512195121951219,5.51710227882783,10,281.0,0.18869671533890914,10,281.0
1145.0,6,23.0,0.6216216216216216,7.1508554483974525,6,201.0,0.2876865822437624,6,201.0
1150.0,1,1.0,0.030303030303030304,7.577270545649617,1,193.0,0.4142211036274758,1,193.0
1155.0,7,23.0,0.7419354838709677,5.664286329144894,7,215.0,0.2642309668307489,7,215.0
1160.0,12,70.0,2.1875,3.594526498897959,12,263.0,0.18351482101759328,12,263.0
1165.0,14,72.0,1.894736842105263,3.1713696684682,14,276.0,0.22617219360274088,14,276.0
1170.0,9,41.0,0.9761904761904762,4.49823607286551,9,217.0,0.2351213750425657,9,217.0
1175.0,10,29.0,0.6444444444444445,5.778648776600394,10,157.0,0.2470816013159512,10,157.0
1180.0,6,14.0,0.3333333333333333,5.032033042862872,6,189.0,0.23237965658068724,6,189.0
1185.0,9,36.0,0.9,5.77818270830443,9,220.0,0.2665676055080441,9,220.0
1190.0,15,101.0,2.4047619047619047,4.76558369012952,15,285.0,0.23868181103200387,15,285.0
1195.0,22,194.0,4.511627906976744,3.2008835423980737,22,379.0,0.12800656551025905,22,379.0
1200.0,22,201.0,4.785714285714286,1.7617481776849813,22,432.0,0.056180015099114626,22,432.0
1205.0,21,154.0,3.5813953488372094,3.216675192408805,21,425.0,0.09209773443247285,21,425.0
1210.0,16,139.0,3.3902439024390243,4.962214100133792,16,374.0,0.1420463326337867,16,374.0
1215.0,8,84.0,2.210526315789474,6.763623866964803,8,349.0,0.2706854574228274,8,349.0
1220.0,2,3.0,0.09375,7.363880723219784,2,289.0,0.37468639154182304,2,289.0
1225.0,7,27.0,0.8181818181818182,6.324294905087663,7,310.0,0.34357009077463263,7,310.0
1230.0,13,80.0,2.3529411764705883,4.234298737332442,13,363.0,0.24721327684110958,13,363.0
1235.0,15,85.0,2.2972972972972974,2.2478156296781564,15,377.0,0.1318133067407839,15,377.0
1240.0,15,63.0,1.5365853658536586,3.5584372857341267,15,336.0,0.14702806064731433,15,336.0
1245.0,12,64.0,1.4545454545454546,5.550882676398849,12,257.0,0.19603861242394832,12,257.0
1250.0,6,16.0,0.38095238095238093,5.593621616701505,6,275.0,0.2972347430985262,6,275.0
1255.0,8,28.0,0.717948717948718,6.092430720620959,8,292.0,0.28244040273158505,8,292.0
1260.0,14,88.0,2.2,4.640103362838768,14,352.0,0.1790582897925828,14,352.0
1265.0,14,88.0,2.2564102564102564,2.6856751209357443,14,360.0,0.10805901811546884,14,360.0
1270.0,12,56.0,1.4,3.86051056202962,12,302.0,0.15807434638561008,12,302.0
1275.0,13,54.0,1.2857142857142858,5.391977435801222,13,237.0,0.2029115921109524,13,237.0
1280.0,5,17.0,0.4473684210526316,5.070485347701131,5,257.0,0.23710049140747166,5,257.0
1285.0,6,23.0,0.6571428571428571,5.079797204043602,6,283.0,0.2712511485028568,6,283.0
1290.0,13,72.0,1.894736842105263,3.9722488881945317,13,332.0,0.22879046784580628,13,332.0
1295.0,13,72.0,1.7560975609756098,3.2811519159732168,13,346.0,0.20927266912221146,13,346.0
1300.0,12,46.0,1.0454545454545454,3.93834113817604,12,300.0,0.17969365340945606,12,300.0
1305.0,17,62.0,1.3777777777777778,4.642049888802566,17,251.0,0.155873890646276,17,251.0
1310.0,12,79.0,1.880952380952381,5.768590854048254,12,236.0,0.2553359315209654,12,236.0
1315.0,3,8.0,0.21052631578947367,6.480714057542279,3,230.0,0.3454767831947545,3,230.0
1320.0,6,22.0,0.5641025641025641,6.541630521033456,6,200.0,0.2905107615106389,6,200.0
1325.0,12,72.0,1.8461538461538463,4.856864435134361,12,250.0,0.21910778760477026,12,250.0
1330.0,13,74.0,1.7619047619047619,4.045282332124312,13,266.0,0.23862829043167164,13,266.0
1335.0,10,43.0,1.0,4.052816958844352,10,203.0,0.20230922879938712,10,203.0
1340.0,12,46.0,0.9787234042553191,5.019557865414236,12,180.0,0.21394648986935497,12,180.0
1345.0,8,28.0,0.6222222222222222,5.119833888097495,8,221.0,0.29050656658400315,8,221.0
1350.0,6,26.0,0.6046511627906976,5.793052887273689,6,237.0,0.27803410767764264,6,237.0
1355.0,14,84.0,2.048780487804878,4.87160638085635,14,295.0,0.1797238004518108,14,295.0
1360.0,20,174.0,4.142857142857143,3.400876896224208,20,385.0,0.12026497786711465,20,385.0
1365.0,22,183.0,4.463414634146342,2.222956871713874,22,432.0,0.08680911630247577,22,432.0
1370.0,19,134.0,3.268292682926829,2.6376431076362405,19,410.0,0.09059090105389485,19,410.0
1375.0,16,120.0,2.857142857142857,5.319541269125746,16,361.0,0.18008370921685551,16,361.0
1380.0,8,80.0,2.1052631578947367,6.586234067174142,8,335.0,0.2988380324297352,8,335.0
1385.0,1,1.0,0.02702702702702703,7.796416162482086,1,286.0,0.44791869185731215,1,286.0
1390.0,6,19.0,0.5135135135135135,6.981932609350797,6,301.0,0.36568451496112975,6,301.0
1395.0,13,70.0,2.0,4.44310117198789,13,352.0,0.2162795180547866,13,352.0
1400.0,19,153.0,4.25,3.19804366302036,19,435.0,0.1544847721205979,19,435.0
1405.0,25,268.0,6.536585365853658,2.9473709495125644,25,550.0,0.14987228769548183,25,550.0
1410.0,32,414.0,9.409090909090908,2.2797171301474446,32,696.0,0.10027832292920835,32,696.0
1415.0,37,585.0,13.0,2.18886746271428,37,869.0,0.0721529465052448,37,869.0
1420.0,33,577.0,12.822222222222223,2.154876353925732,33,945.0,0.08612340596653292,33,945.0
1425.0,23,423.0,9.4,3.8326797795526053,23,885.0,0.17880260535919998,23,885.0
1430.0,16,301.0,6.543478260869565,5.454914965352616,16,759.0,0.24342892663604013,16,759.0
1435.0,6,88.0,1.9555555555555555,5.393700393128127,6,753.0,0.2835009531109209,6,753.0
1440.0,7,29.0,0.7073170731707317,6.120904841671747,7,780.0,0.32443682665148565,7,780.0
1445.0,14,82.0,1.9523809523809523,4.934308901749546,14,834.0,0.20979745456806187,14,834.0
1450.0,15,78.0,1.8571428571428572,2.8570073213230365,15,799.0,0.08777133455975974,15,799.0
1455.0,12,58.0,1.3488372093023255,3.8515643522765433,12,660.0,0.1662287977778454,12,660.0
