step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.842223140639428,0,0.0,0.9829001399504351,0,0.0
10.0,0,0.0,0.0,12.970676016414894,0,0.0,0.9574080252791899,0,0.0
15.0,1,1.0,0.08333333333333333,9.628286329985313,1,1.0,0.6488039210079967,1,1.0
20.0,5,15.0,1.0714285714285714,5.768204081663124,5,15.0,0.3098809735812416,5,15.0
25.0,9,51.0,2.8333333333333335,6.322288876002319,9,51.0,0.4100053710590433,9,51.0
30.0,9,96.0,4.571428571428571,5.9402470391177715,9,96.0,0.42568313644777417,9,96.0
35.0,14,157.0,6.826086956521739,3.9741155741197254,14,157.0,0.26008109548792835,14,157.0
40.0,17,236.0,9.44,4.093147433147598,17,236.0,0.1753106476590847,17,236.0
45.0,18,323.0,11.535714285714286,4.087704251442798,18,323.0,0.1944122630289623,18,323.0
50.0,20,419.0,13.09375,3.9329402729182315,20,419.0,0.2516537485506595,20,419.0
55.0,23,531.0,15.17142857142857,2.839995415892618,23,531.0,0.16449580693896376,23,531.0
60.0,29,664.0,17.473684210526315,2.640628652398553,29,664.0,0.15720874894139195,29,664.0
65.0,32,819.0,22.135135135135137,1.6535319991626596,32,819.0,0.05559367890451938,32,819.0
70.0,32,979.0,22.767441860465116,2.3671470474852523,32,979.0,0.09475663714186013,32,979.0
75.0,36,1153.0,27.452380952380953,1.5099640153327665,36,1153.0,0.07357495352113998,36,1153.0
80.0,38,1338.0,31.11627906976744,1.460505633462751,38,1338.0,0.07223050551503704,38,1338.0
85.0,38,1528.0,34.72727272727273,1.7899409449228898,38,1528.0,0.07087659413246407,38,1528.0
90.0,32,1283.0,29.837209302325583,1.9624415085742082,32,1562.0,0.08704024282898902,32,1562.0
95.0,24,912.0,21.714285714285715,2.9683936601598298,24,1415.0,0.09334106428440275,24,1415.0
100.0,17,541.0,13.195121951219512,4.630620159238136,17,1188.0,0.12475627483039245,17,1188.0
105.0,8,193.0,4.948717948717949,5.462720688243599,8,1177.0,0.25845097417563273,8,1177.0
110.0,8,30.0,0.8823529411764706,4.837650405310735,8,1211.0,0.2522390840771002,8,1211.0
115.0,14,88.0,2.5142857142857142,3.3204311799790927,14,1269.0,0.1655115157767929,14,1269.0
120.0,20,173.0,4.675675675675675,2.1568894631356774,20,1354.0,0.0934257705706509,20,1354.0
125.0,28,296.0,7.219512195121951,1.7967071680218913,28,1477.0,0.09268093253117358,28,1477.0
130.0,34,450.0,10.714285714285714,1.2819281763915622,34,1631.0,0.09342648201867414,34,1631.0
135.0,38,630.0,15.0,1.2793381941039872,38,1812.0,0.04862663710064675,38,1812.0
140.0,38,820.0,19.069767441860463,1.5540157718019962,38,2002.0,0.024730615022895298,38,2002.0
145.0,32,772.0,18.829268292682926,1.5390386278924928,32,1984.0,0.04702926118699662,32,1984.0
150.0,22,554.0,14.205128205128204,2.983116692914766,22,1737.0,0.08899664732396842,22,1737.0
155.0,15,384.0,9.6,5.454572706448286,15,1326.0,0.1654087045690744,15,1326.0
160.0,8,147.0,3.8684210526315788,5.569430097979648,8,1369.0,0.2793517824376151,8,1369.0
165.0,6,30.0,0.9090909090909091,4.595513209508117,6,1400.0,0.27530803121996267,6,1400.0
170.0,14,85.0,2.4285714285714284,3.7115523605589504,14,1455.0,0.19005495631887442,14,1455.0
175.0,21,177.0,4.538461538461538,2.335149081007177,21,1547.0,0.09602462850481797,21,1547.0
180.0,20,178.0,4.45,1.9364994251656626,20,1462.0,0.054562492627835975,20,1462.0
185.0,19,129.0,3.3076923076923075,2.6937892780982535,19,1181.0,0.07920031686615224,19,1181.0
190.0,15,109.0,2.725,5.237458568303845,15,844.0,0.17580665784313373,15,844.0
195.0,7,59.0,1.6388888888888888,5.070691221528035,7,801.0,0.2258077090709309,7,801.0
200.0,8,26.0,0.7878787878787878,4.781048012581081,8,832.0,0.24861138753142695,8,832.0
205.0,14,77.0,2.264705882352941,3.5825483529067697,14,884.0,0.2140197844736594,14,884.0
210.0,20,165.0,4.342105263157895,2.1700197608523477,20,972.0,0.13493682811535104,20,972.0
215.0,25,281.0,6.853658536585366,1.9621077889271643,25,1088.0,0.09261674252825665,25,1088.0
220.0,34,432.0,9.818181818181818,1.870395671316806,34,1239.0,0.06962924382222772,34,1239.0
225.0,38,615.0,14.642857142857142,1.3823979451031523,38,1422.0,0.023896913016050486,38,1422.0
230.0,32,601.0,13.659090909090908,1.9874732892383697,32,1382.0,0.08553498363507726,32,1382.0
235.0,23,444.0,10.571428571428571,3.26276539971254,23,1207.0,0.13901378118635335,23,1207.0
